Fecha_Produccion,Turno,Lote_ID,Familia_Preparacion,Producto,Unidades_Producidas,Tiempo_Horneado_Min,Merma_Kg
2026-03-16,Tarde,LOTE-4048,Masas Quebradas,Tartaleta de fresa,22,23,2.8
2025-12-14,Mañana,LOTE-7248,Masas Quebradas,Pie de limon,26,43,0.43
2025-09-03,Tarde,LOTE-5151,Hojaldres,Croissant,57,48,2.59
2026-04-27,Tarde,LOTE-2406,Bizcochos,Red velvet,17,44,0.3
2026-03-04,Mañana,LOTE-8441,Bizcochos,Red velvet,26,51,1.91
2026-02-13,Tarde,LOTE-5903,Bizcochos,Torta de chocolate,27,46,0.18
2025-08-02,Mañana,LOTE-9131,Bizcochos,Torta de chocolate,35,23,1.87
2025-11-13,Tarde,LOTE-3637,Hojaldres,Croissant,44,31,0.27
2025-12-26,Tarde,LOTE-7431,Hojaldres,Empanada dulce,20,49,2.06
2026-05-16,Mañana,LOTE-7804,Hojaldres,Croissant,20,38,0.28
2026-05-30,Mañana,LOTE-4131,Bizcochos,Red velvet,51,19,2.43
2026-04-29,Mañana,LOTE-8866,Hojaldres,Croissant,56,43,1.6
2026-01-31,Tarde,LOTE-5441,Masas Quebradas,Tartaleta de fresa,45,47,2.23
2025-07-24,Tarde,LOTE-5662,Bizcochos,Tres leches,50,43,0.31
2025-08-20,Mañana,LOTE-8950,Bizcochos,Torta de chocolate,31,42,1.43
2025-10-16,Tarde,LOTE-5181,Bizcochos,Tres leches,31,37,2.46
2025-09-30,Tarde,LOTE-4837,Masas Quebradas,Pie de limon,30,27,1.79
2026-04-12,Tarde,LOTE-9023,Bizcochos,Tres leches,39,53,1.59
2025-12-27,Tarde,LOTE-4348,Masas Quebradas,Pie de limon,12,47,2.58
2026-03-01,Mañana,LOTE-2979,Hojaldres,Mil hojas,19,45,2.34
2026-03-30,Tarde,LOTE-3611,Bizcochos,Red velvet,49,21,0.35
2026-05-06,Tarde,LOTE-6504,Hojaldres,Empanada dulce,20,47,2.01
2025-07-01,Tarde,LOTE-4365,Bizcochos,Red velvet,25,15,0.79
2026-03-21,Tarde,LOTE-9319,Bizcochos,Red velvet,29,47,0.23
2026-06-02,Tarde,LOTE-9099,Bizcochos,Tres leches,11,19,2.57
2026-06-18,Tarde,LOTE-9278,Hojaldres,Mil hojas,12,34,1.17
2026-02-08,Tarde,LOTE-5061,Bizcochos,Red velvet,52,19,2.81
2025-09-02,Mañana,LOTE-1646,Hojaldres,Croissant,18,17,2.69
2026-04-20,Tarde,LOTE-9070,Hojaldres,Empanada dulce,42,31,1.99
2025-07-26,Tarde,LOTE-8591,Masas Quebradas,Tartaleta de fresa,45,19,1.39
2025-07-24,Mañana,LOTE-8576,Hojaldres,Empanada dulce,35,34,0.78
2025-10-09,Tarde,LOTE-6445,Masas Quebradas,Tartaleta de fresa,15,50,0.76
2026-06-15,Mañana,LOTE-4989,Hojaldres,Mil hojas,58,53,2.88
2025-07-24,Mañana,LOTE-8396,Masas Quebradas,Tartaleta de fresa,56,41,0.99
2026-03-06,Tarde,LOTE-8846,Hojaldres,Croissant,39,16,2.5
2026-03-05,Tarde,LOTE-2732,Hojaldres,Mil hojas,56,15,2.2
2025-10-15,Mañana,LOTE-6144,Hojaldres,Empanada dulce,44,46,1.1
2026-04-24,Tarde,LOTE-8021,Hojaldres,Empanada dulce,38,23,0.77
2026-01-09,Tarde,LOTE-2995,Bizcochos,Red velvet,47,32,0.94
2025-10-06,Tarde,LOTE-4509,Masas Quebradas,Tartaleta de fresa,39,50,1.78
2025-10-16,Mañana,LOTE-4031,Bizcochos,Red velvet,53,38,0.65
2026-03-09,Mañana,LOTE-3048,Masas Quebradas,Tartaleta de fresa,36,39,2.89
2025-08-11,Tarde,LOTE-5074,Masas Quebradas,Tartaleta de fresa,42,49,2.32
2025-09-17,Tarde,LOTE-1101,Masas Quebradas,Tartaleta de fresa,35,50,2.2
2026-04-10,Mañana,LOTE-2105,Masas Quebradas,Tartaleta de fresa,22,44,0.47
2026-01-09,Mañana,LOTE-9804,Masas Quebradas,Tartaleta de fresa,26,29,0.41
2025-12-18,Mañana,LOTE-2527,Bizcochos,Tres leches,51,55,1.65
2026-03-10,Mañana,LOTE-1762,Bizcochos,Tres leches,21,34,0.61
2026-01-20,Tarde,LOTE-9808,Masas Quebradas,Tartaleta de fresa,56,54,2.96
2025-12-10,Tarde,LOTE-5094,Hojaldres,Mil hojas,51,32,2.97
2025-10-21,Tarde,LOTE-2989,Bizcochos,Torta de chocolate,17,28,0.42
2026-03-16,Tarde,LOTE-8570,Masas Quebradas,Pie de limon,15,16,0.41
2026-01-01,Mañana,LOTE-8203,Bizcochos,Tres leches,15,22,1.92
2025-08-26,Mañana,LOTE-7548,Masas Quebradas,Tartaleta de fresa,37,54,0.11
2026-06-04,Tarde,LOTE-8226,Bizcochos,Torta de chocolate,14,30,2.7
2025-11-24,Tarde,LOTE-6701,Bizcochos,Red velvet,13,50,2.1
2025-08-29,Mañana,LOTE-4912,Masas Quebradas,Pie de limon,58,43,2.39
2026-05-30,Mañana,LOTE-5208,Masas Quebradas,Pie de limon,49,46,0.99
2026-04-24,Mañana,LOTE-3722,Hojaldres,Croissant,15,15,0.18
2026-03-24,Mañana,LOTE-1566,Masas Quebradas,Pie de limon,15,52,0.78
2026-04-18,Tarde,LOTE-8527,Bizcochos,Torta de chocolate,33,54,1.34
2025-12-18,Mañana,LOTE-9941,Hojaldres,Empanada dulce,43,45,2.12
2025-11-15,Mañana,LOTE-2123,Masas Quebradas,Pie de limon,38,29,1.4
2025-12-29,Tarde,LOTE-9167,Bizcochos,Torta de chocolate,33,43,2.97
2026-04-27,Mañana,LOTE-7031,Hojaldres,Empanada dulce,40,26,1.31
2025-10-08,Tarde,LOTE-6264,Masas Quebradas,Tartaleta de fresa,52,18,0.48
2025-11-03,Tarde,LOTE-6055,Hojaldres,Croissant,47,54,0.97
2026-03-09,Mañana,LOTE-8463,Hojaldres,Empanada dulce,21,19,0.5
2025-10-03,Tarde,LOTE-3528,Masas Quebradas,Pie de limon,43,52,1.07
2025-10-01,Tarde,LOTE-9456,Masas Quebradas,Pie de limon,17,32,2.05
2025-07-16,Mañana,LOTE-6023,Hojaldres,Empanada dulce,13,25,1.93
2025-10-24,Mañana,LOTE-9388,Masas Quebradas,Pie de limon,26,40,1.55
2026-04-28,Mañana,LOTE-1514,Bizcochos,Torta de chocolate,42,44,0.74
2025-10-11,Mañana,LOTE-5501,Bizcochos,Torta de chocolate,39,40,2.83
2025-12-30,Mañana,LOTE-6202,Bizcochos,Torta de chocolate,15,45,2.59
2026-05-19,Mañana,LOTE-9753,Masas Quebradas,Pie de limon,35,50,2.2
2026-04-19,Tarde,LOTE-5107,Hojaldres,Empanada dulce,55,51,0.3
2025-10-07,Mañana,LOTE-5901,Hojaldres,Croissant,19,43,0.38
2025-11-28,Mañana,LOTE-7904,Hojaldres,Croissant,43,51,0.34
2025-09-22,Tarde,LOTE-5594,Bizcochos,Torta de chocolate,34,49,2.39
2026-04-15,Mañana,LOTE-9240,Bizcochos,Red velvet,59,35,1.53
2026-05-17,Tarde,LOTE-5558,Masas Quebradas,Pie de limon,20,32,1.98
2025-09-22,Mañana,LOTE-2383,Bizcochos,Tres leches,47,34,1.0
2025-11-10,Mañana,LOTE-3998,Hojaldres,Mil hojas,19,33,1.38
2025-07-16,Mañana,LOTE-7503,Bizcochos,Red velvet,22,20,1.35
2026-04-10,Mañana,LOTE-5878,Bizcochos,Red velvet,36,51,0.62
2026-04-08,Tarde,LOTE-9678,Masas Quebradas,Pie de limon,42,40,0.8
2025-06-28,Tarde,LOTE-2076,Hojaldres,Empanada dulce,42,18,1.35
2026-05-06,Tarde,LOTE-3995,Bizcochos,Red velvet,20,41,0.36
2026-04-26,Mañana,LOTE-8975,Hojaldres,Croissant,54,48,1.45
2025-08-04,Mañana,LOTE-1946,Hojaldres,Empanada dulce,26,42,1.55
2026-03-11,Mañana,LOTE-6415,Bizcochos,Red velvet,46,23,2.64
2025-07-31,Tarde,LOTE-4098,Bizcochos,Torta de chocolate,13,55,2.7
2026-03-25,Tarde,LOTE-1304,Bizcochos,Torta de chocolate,40,33,1.27
2025-09-01,Mañana,LOTE-6069,Hojaldres,Croissant,53,19,0.65
2026-02-24,Tarde,LOTE-6034,Hojaldres,Mil hojas,20,48,0.21
2025-10-23,Mañana,LOTE-6747,Masas Quebradas,Pie de limon,28,28,0.91
2025-11-27,Mañana,LOTE-8438,Masas Quebradas,Tartaleta de fresa,15,47,1.36
2025-12-24,Mañana,LOTE-8866,Hojaldres,Empanada dulce,13,41,2.66
2025-06-29,Mañana,LOTE-1840,Masas Quebradas,Tartaleta de fresa,18,48,2.07
2026-05-06,Mañana,LOTE-8011,Masas Quebradas,Pie de limon,11,47,1.58
2025-12-24,Mañana,LOTE-7398,Bizcochos,Tres leches,28,36,2.56
2025-12-15,Mañana,LOTE-7432,Masas Quebradas,Pie de limon,50,34,2.79
2026-01-19,Tarde,LOTE-7713,Bizcochos,Torta de chocolate,19,37,2.59
2026-04-06,Tarde,LOTE-3610,Masas Quebradas,Pie de limon,60,17,0.69
2026-01-03,Tarde,LOTE-9726,Masas Quebradas,Pie de limon,49,46,2.13
2025-11-24,Tarde,LOTE-2194,Masas Quebradas,Tartaleta de fresa,29,19,2.23
2026-03-13,Mañana,LOTE-2020,Hojaldres,Croissant,57,19,1.44
2025-08-22,Tarde,LOTE-8109,Hojaldres,Empanada dulce,52,15,1.64
2026-02-01,Tarde,LOTE-1000,Masas Quebradas,Tartaleta de fresa,44,41,0.66
2025-11-01,Mañana,LOTE-5211,Bizcochos,Torta de chocolate,39,46,0.53
2025-09-17,Tarde,LOTE-3878,Hojaldres,Mil hojas,21,15,2.91
2026-05-05,Tarde,LOTE-9099,Bizcochos,Red velvet,42,35,2.99
2025-06-28,Tarde,LOTE-2158,Hojaldres,Empanada dulce,55,33,2.15
2026-06-03,Tarde,LOTE-3285,Bizcochos,Tres leches,35,26,2.45
2026-03-17,Mañana,LOTE-9858,Bizcochos,Tres leches,10,45,0.63
2025-06-23,Tarde,LOTE-2039,Bizcochos,Tres leches,37,20,0.18
2026-05-18,Tarde,LOTE-9465,Bizcochos,Red velvet,26,54,1.21
2025-07-07,Tarde,LOTE-5869,Hojaldres,Mil hojas,60,34,1.71
2025-10-16,Mañana,LOTE-1584,Masas Quebradas,Tartaleta de fresa,11,33,0.85
2026-04-01,Mañana,LOTE-6816,Bizcochos,Tres leches,39,34,2.13
2025-09-27,Mañana,LOTE-2105,Masas Quebradas,Pie de limon,42,29,2.23
2025-07-02,Mañana,LOTE-1315,Bizcochos,Red velvet,52,37,0.62
2025-09-02,Mañana,LOTE-2410,Hojaldres,Empanada dulce,60,38,0.11
2025-07-09,Mañana,LOTE-5943,Masas Quebradas,Pie de limon,48,50,2.63
2025-07-19,Mañana,LOTE-4236,Hojaldres,Croissant,16,30,1.84
2025-07-12,Mañana,LOTE-7449,Masas Quebradas,Tartaleta de fresa,51,29,2.96
2025-08-25,Tarde,LOTE-4877,Masas Quebradas,Pie de limon,29,24,0.99
2026-05-02,Mañana,LOTE-6951,Bizcochos,Tres leches,44,21,2.33
2025-11-07,Mañana,LOTE-8451,Bizcochos,Red velvet,26,23,2.63
2026-05-09,Tarde,LOTE-1398,Hojaldres,Empanada dulce,27,54,2.14
2025-11-19,Tarde,LOTE-2134,Hojaldres,Croissant,58,22,1.07
2025-12-29,Mañana,LOTE-7196,Masas Quebradas,Pie de limon,34,52,0.45
2025-08-15,Tarde,LOTE-2060,Bizcochos,Torta de chocolate,23,43,1.11
2025-08-07,Tarde,LOTE-4838,Hojaldres,Croissant,19,32,1.54
2025-07-15,Tarde,LOTE-8682,Bizcochos,Red velvet,23,35,0.77
2025-09-13,Mañana,LOTE-1476,Bizcochos,Tres leches,40,22,0.2
2025-11-20,Mañana,LOTE-2613,Masas Quebradas,Tartaleta de fresa,24,54,2.37
2025-10-18,Mañana,LOTE-2492,Bizcochos,Torta de chocolate,50,18,2.1
2026-04-09,Mañana,LOTE-2400,Masas Quebradas,Pie de limon,11,23,2.4
2025-10-26,Mañana,LOTE-2647,Hojaldres,Mil hojas,42,27,0.33
2025-08-06,Mañana,LOTE-4159,Masas Quebradas,Pie de limon,17,30,0.88
2026-02-16,Mañana,LOTE-5224,Masas Quebradas,Pie de limon,56,23,0.19
2026-05-06,Tarde,LOTE-9470,Bizcochos,Torta de chocolate,16,17,1.07
2025-08-01,Mañana,LOTE-8842,Hojaldres,Croissant,34,23,0.66
2026-05-29,Mañana,LOTE-4575,Masas Quebradas,Tartaleta de fresa,10,23,2.47
2026-01-26,Tarde,LOTE-8460,Masas Quebradas,Pie de limon,33,27,2.43
2025-11-02,Tarde,LOTE-3588,Hojaldres,Mil hojas,11,42,1.65
2025-07-25,Mañana,LOTE-8748,Masas Quebradas,Tartaleta de fresa,24,16,0.45
2026-01-14,Mañana,LOTE-4484,Masas Quebradas,Pie de limon,37,51,0.34
2025-07-19,Tarde,LOTE-7734,Masas Quebradas,Tartaleta de fresa,47,15,2.38
2025-07-28,Mañana,LOTE-8451,Hojaldres,Croissant,16,40,0.88
2025-10-28,Tarde,LOTE-7937,Bizcochos,Tres leches,37,33,0.83
2025-10-23,Tarde,LOTE-3256,Bizcochos,Red velvet,13,39,2.25
2026-04-08,Mañana,LOTE-1526,Bizcochos,Torta de chocolate,13,28,0.58
2025-08-29,Mañana,LOTE-4395,Hojaldres,Mil hojas,56,17,1.63
2026-04-06,Mañana,LOTE-7205,Hojaldres,Empanada dulce,13,31,1.73
2026-02-13,Tarde,LOTE-3484,Bizcochos,Torta de chocolate,37,16,0.86
2026-03-18,Mañana,LOTE-7592,Bizcochos,Torta de chocolate,29,16,1.7
2025-06-23,Mañana,LOTE-3463,Bizcochos,Tres leches,54,29,2.79
2026-02-03,Tarde,LOTE-4121,Bizcochos,Tres leches,43,21,2.71
2026-02-12,Mañana,LOTE-1828,Masas Quebradas,Tartaleta de fresa,57,38,2.48
2026-04-23,Tarde,LOTE-7686,Masas Quebradas,Tartaleta de fresa,39,42,1.95
2026-01-02,Mañana,LOTE-8396,Hojaldres,Croissant,39,43,2.41
2025-09-27,Tarde,LOTE-1914,Masas Quebradas,Pie de limon,25,17,1.17
2025-10-26,Mañana,LOTE-6030,Bizcochos,Torta de chocolate,11,49,1.72
2025-07-08,Tarde,LOTE-5655,Hojaldres,Mil hojas,60,31,0.15
2025-12-24,Tarde,LOTE-4112,Masas Quebradas,Pie de limon,25,42,2.02
2026-05-30,Mañana,LOTE-2133,Bizcochos,Red velvet,10,48,1.81
2025-10-09,Tarde,LOTE-1015,Bizcochos,Tres leches,19,41,2.05
2025-12-24,Mañana,LOTE-2016,Masas Quebradas,Pie de limon,40,50,1.45
2026-04-28,Mañana,LOTE-5130,Masas Quebradas,Pie de limon,55,40,1.79
2025-10-02,Mañana,LOTE-4313,Bizcochos,Torta de chocolate,44,22,2.2
2026-05-25,Mañana,LOTE-6717,Hojaldres,Mil hojas,43,42,1.3
2025-06-27,Tarde,LOTE-7416,Masas Quebradas,Pie de limon,28,42,2.78
2025-09-06,Tarde,LOTE-3154,Bizcochos,Torta de chocolate,49,50,0.81
2025-10-27,Tarde,LOTE-9812,Hojaldres,Empanada dulce,40,28,0.75
2025-10-04,Tarde,LOTE-2277,Bizcochos,Torta de chocolate,33,32,0.43
2026-05-23,Mañana,LOTE-3610,Hojaldres,Empanada dulce,26,53,1.24
2025-07-15,Mañana,LOTE-9447,Hojaldres,Empanada dulce,50,37,2.85
2026-02-26,Mañana,LOTE-4486,Bizcochos,Tres leches,45,27,1.33
2025-07-27,Tarde,LOTE-1628,Hojaldres,Mil hojas,13,17,1.62
2026-01-31,Mañana,LOTE-3344,Bizcochos,Torta de chocolate,25,15,0.4
2025-09-01,Mañana,LOTE-8772,Hojaldres,Croissant,36,23,1.51
2025-11-23,Tarde,LOTE-5581,Hojaldres,Croissant,57,22,2.12
2025-07-07,Tarde,LOTE-4319,Hojaldres,Mil hojas,28,36,1.89
2025-12-17,Mañana,LOTE-1126,Bizcochos,Torta de chocolate,11,46,2.22
2026-05-31,Tarde,LOTE-2366,Hojaldres,Empanada dulce,10,19,2.12
2025-07-04,Tarde,LOTE-4379,Masas Quebradas,Tartaleta de fresa,40,17,0.81
2026-05-03,Tarde,LOTE-6306,Bizcochos,Tres leches,58,35,0.88
2025-10-10,Mañana,LOTE-3821,Masas Quebradas,Tartaleta de fresa,14,42,1.81
2025-11-07,Mañana,LOTE-1402,Bizcochos,Tres leches,18,32,2.46
2026-04-17,Tarde,LOTE-4370,Bizcochos,Tres leches,15,23,1.62
2025-07-01,Tarde,LOTE-8677,Hojaldres,Empanada dulce,24,22,0.46
2025-10-03,Tarde,LOTE-5282,Bizcochos,Tres leches,53,21,0.35
2026-01-01,Tarde,LOTE-3870,Masas Quebradas,Tartaleta de fresa,36,19,1.01
2025-09-24,Tarde,LOTE-9205,Bizcochos,Tres leches,58,42,2.05
2026-03-16,Mañana,LOTE-3697,Hojaldres,Croissant,27,33,2.58
2026-04-23,Mañana,LOTE-9286,Masas Quebradas,Pie de limon,40,16,1.13
2025-10-30,Mañana,LOTE-8568,Hojaldres,Mil hojas,34,22,1.68
2025-08-23,Tarde,LOTE-7485,Hojaldres,Empanada dulce,18,36,2.3
2025-08-03,Tarde,LOTE-3008,Hojaldres,Mil hojas,38,32,0.38
2025-07-20,Mañana,LOTE-2887,Masas Quebradas,Tartaleta de fresa,20,19,1.38
2025-09-05,Tarde,LOTE-4449,Masas Quebradas,Pie de limon,16,38,2.02
2025-11-26,Mañana,LOTE-5609,Hojaldres,Mil hojas,59,40,0.54
2025-09-08,Tarde,LOTE-4960,Hojaldres,Mil hojas,31,20,0.16
2026-05-04,Tarde,LOTE-5981,Bizcochos,Tres leches,16,20,1.78
2025-09-07,Mañana,LOTE-8056,Bizcochos,Torta de chocolate,56,20,0.83
2026-03-15,Mañana,LOTE-5819,Bizcochos,Red velvet,57,16,1.99
2026-01-17,Mañana,LOTE-2031,Hojaldres,Empanada dulce,17,26,1.75
2026-02-28,Tarde,LOTE-7738,Masas Quebradas,Pie de limon,10,33,2.8
2026-03-20,Mañana,LOTE-9561,Masas Quebradas,Pie de limon,30,24,1.26
2026-06-09,Tarde,LOTE-6733,Masas Quebradas,Tartaleta de fresa,52,48,1.95
2026-05-03,Tarde,LOTE-5740,Masas Quebradas,Tartaleta de fresa,15,50,2.14
2025-07-29,Mañana,LOTE-9893,Masas Quebradas,Tartaleta de fresa,42,23,1.52
2025-06-26,Mañana,LOTE-9536,Bizcochos,Torta de chocolate,39,45,2.97
2026-06-15,Tarde,LOTE-3815,Masas Quebradas,Pie de limon,56,50,2.14
2025-12-28,Mañana,LOTE-6758,Masas Quebradas,Tartaleta de fresa,54,35,2.33
2026-01-10,Tarde,LOTE-3319,Hojaldres,Mil hojas,24,54,2.61
2025-06-20,Mañana,LOTE-1501,Bizcochos,Tres leches,34,41,1.32
2026-01-22,Tarde,LOTE-8044,Hojaldres,Croissant,54,55,2.08
2025-11-25,Tarde,LOTE-8780,Bizcochos,Tres leches,31,39,1.59
2025-09-12,Mañana,LOTE-4497,Masas Quebradas,Tartaleta de fresa,37,16,1.58
2025-08-23,Tarde,LOTE-9672,Masas Quebradas,Pie de limon,22,22,1.29
2025-11-04,Tarde,LOTE-8149,Masas Quebradas,Pie de limon,21,29,0.5
2025-12-19,Tarde,LOTE-9986,Bizcochos,Tres leches,51,41,2.32
2026-06-07,Mañana,LOTE-3247,Masas Quebradas,Tartaleta de fresa,52,41,1.59
2026-01-21,Tarde,LOTE-9622,Masas Quebradas,Pie de limon,36,45,1.34
2025-11-18,Mañana,LOTE-1076,Masas Quebradas,Tartaleta de fresa,17,45,1.17
2025-09-22,Tarde,LOTE-9281,Bizcochos,Red velvet,52,24,1.25
2026-04-12,Mañana,LOTE-1668,Bizcochos,Tres leches,35,47,1.92
2026-03-27,Tarde,LOTE-7680,Bizcochos,Tres leches,51,43,2.46
2026-03-04,Mañana,LOTE-8219,Hojaldres,Mil hojas,30,24,2.51
2025-12-06,Mañana,LOTE-3611,Masas Quebradas,Pie de limon,48,15,2.78
2025-09-13,Tarde,LOTE-3514,Hojaldres,Croissant,30,39,0.47
2026-05-22,Mañana,LOTE-2838,Bizcochos,Tres leches,26,17,1.0
2026-03-19,Mañana,LOTE-9261,Masas Quebradas,Pie de limon,37,47,2.89
2026-05-19,Tarde,LOTE-2765,Bizcochos,Torta de chocolate,32,27,2.68
2025-10-13,Tarde,LOTE-4377,Masas Quebradas,Tartaleta de fresa,56,28,1.73
2026-03-13,Tarde,LOTE-2849,Hojaldres,Empanada dulce,24,54,1.74
2026-04-09,Mañana,LOTE-6379,Bizcochos,Torta de chocolate,19,24,2.72
2026-05-02,Tarde,LOTE-9783,Hojaldres,Empanada dulce,38,18,1.0
2026-02-08,Tarde,LOTE-1553,Hojaldres,Mil hojas,18,25,0.56
2025-12-17,Mañana,LOTE-3769,Hojaldres,Empanada dulce,48,16,0.35
2026-02-20,Mañana,LOTE-4575,Masas Quebradas,Pie de limon,47,15,0.11
2026-01-06,Mañana,LOTE-6873,Masas Quebradas,Tartaleta de fresa,40,20,2.13
2026-04-07,Tarde,LOTE-3735,Masas Quebradas,Tartaleta de fresa,16,39,2.77
2025-09-04,Tarde,LOTE-4880,Masas Quebradas,Tartaleta de fresa,19,55,1.33
2026-04-18,Mañana,LOTE-5510,Bizcochos,Torta de chocolate,43,48,0.5
2025-11-26,Tarde,LOTE-9552,Masas Quebradas,Tartaleta de fresa,33,34,0.86
2025-07-28,Tarde,LOTE-2624,Bizcochos,Red velvet,55,40,2.62
2025-08-12,Tarde,LOTE-9918,Masas Quebradas,Pie de limon,59,17,1.58
2026-06-16,Mañana,LOTE-1688,Hojaldres,Croissant,43,34,2.87
2026-06-11,Tarde,LOTE-7991,Hojaldres,Croissant,40,49,0.96
2026-03-08,Tarde,LOTE-9660,Bizcochos,Tres leches,54,42,1.08
2026-03-09,Tarde,LOTE-8439,Hojaldres,Croissant,50,40,0.53
2026-02-13,Tarde,LOTE-6122,Bizcochos,Tres leches,12,43,2.33
2026-03-29,Mañana,LOTE-6909,Hojaldres,Croissant,23,47,0.3
2026-04-02,Mañana,LOTE-2204,Masas Quebradas,Pie de limon,33,50,0.17
2025-11-16,Mañana,LOTE-1591,Hojaldres,Empanada dulce,19,19,0.55
2026-06-08,Tarde,LOTE-7873,Masas Quebradas,Pie de limon,34,37,2.92
2026-02-23,Tarde,LOTE-6338,Hojaldres,Croissant,26,25,2.34
2025-08-03,Mañana,LOTE-4155,Hojaldres,Empanada dulce,12,31,1.43
2025-08-11,Tarde,LOTE-8604,Masas Quebradas,Pie de limon,45,40,2.39
2026-05-31,Tarde,LOTE-7808,Hojaldres,Mil hojas,33,19,1.07
2025-08-22,Tarde,LOTE-9800,Hojaldres,Croissant,32,47,1.14
2026-04-16,Mañana,LOTE-9345,Hojaldres,Empanada dulce,26,44,1.31
2025-11-20,Tarde,LOTE-5402,Masas Quebradas,Pie de limon,15,26,0.86
2026-04-09,Tarde,LOTE-1991,Hojaldres,Mil hojas,55,31,0.2
2025-06-28,Tarde,LOTE-3264,Masas Quebradas,Tartaleta de fresa,35,50,0.35
2026-03-22,Tarde,LOTE-5785,Masas Quebradas,Tartaleta de fresa,57,30,0.49
2025-11-17,Tarde,LOTE-3347,Masas Quebradas,Tartaleta de fresa,43,17,1.06
2026-01-11,Mañana,LOTE-8181,Bizcochos,Tres leches,45,33,2.44
2026-01-07,Mañana,LOTE-2111,Masas Quebradas,Tartaleta de fresa,27,45,1.92
2025-10-29,Mañana,LOTE-3735,Bizcochos,Tres leches,56,22,2.44
2025-10-30,Tarde,LOTE-2474,Bizcochos,Torta de chocolate,33,34,2.24
2025-10-02,Mañana,LOTE-7449,Hojaldres,Mil hojas,10,42,1.15
2025-09-27,Tarde,LOTE-2672,Bizcochos,Tres leches,32,42,2.08
2026-01-11,Tarde,LOTE-8113,Masas Quebradas,Tartaleta de fresa,28,44,1.9
2026-02-10,Mañana,LOTE-6152,Bizcochos,Tres leches,42,17,0.85
2026-04-27,Mañana,LOTE-1535,Masas Quebradas,Pie de limon,56,21,2.3
2026-03-23,Mañana,LOTE-2041,Masas Quebradas,Tartaleta de fresa,14,48,1.25
2026-05-22,Tarde,LOTE-6437,Bizcochos,Tres leches,58,21,0.29
2026-04-29,Tarde,LOTE-6195,Hojaldres,Mil hojas,53,47,2.93
2025-07-12,Tarde,LOTE-9211,Masas Quebradas,Tartaleta de fresa,38,30,1.82
2025-10-17,Tarde,LOTE-9984,Hojaldres,Mil hojas,32,42,1.29
2026-03-17,Mañana,LOTE-7437,Bizcochos,Tres leches,33,50,2.89
2026-06-19,Mañana,LOTE-2749,Hojaldres,Croissant,39,23,2.14
2025-07-06,Tarde,LOTE-6780,Hojaldres,Empanada dulce,40,17,2.57
2025-11-24,Mañana,LOTE-5917,Masas Quebradas,Pie de limon,50,28,1.68
2025-08-02,Tarde,LOTE-1165,Hojaldres,Croissant,25,52,0.55
2025-09-20,Tarde,LOTE-1898,Masas Quebradas,Tartaleta de fresa,39,48,0.84
2026-02-23,Mañana,LOTE-3755,Hojaldres,Mil hojas,47,32,2.91
2025-07-28,Tarde,LOTE-3526,Bizcochos,Red velvet,37,45,0.68
2025-12-07,Mañana,LOTE-7517,Bizcochos,Torta de chocolate,59,49,0.49
2025-07-07,Mañana,LOTE-8103,Bizcochos,Red velvet,51,23,2.12
2026-04-27,Mañana,LOTE-2004,Bizcochos,Tres leches,10,54,0.41
2025-07-22,Tarde,LOTE-5968,Masas Quebradas,Pie de limon,46,46,1.55
2025-10-23,Tarde,LOTE-8413,Hojaldres,Croissant,47,19,1.73
2025-12-31,Mañana,LOTE-4526,Bizcochos,Tres leches,43,52,2.9
2026-02-05,Tarde,LOTE-3576,Masas Quebradas,Tartaleta de fresa,30,55,2.73
2026-04-13,Tarde,LOTE-9863,Hojaldres,Mil hojas,19,28,0.58
2025-06-30,Mañana,LOTE-4166,Masas Quebradas,Tartaleta de fresa,33,22,0.29
2025-07-12,Tarde,LOTE-2747,Masas Quebradas,Pie de limon,12,25,0.23
2026-01-13,Mañana,LOTE-3749,Bizcochos,Red velvet,26,29,0.84
2025-12-13,Tarde,LOTE-1832,Bizcochos,Tres leches,17,36,2.32
2025-06-26,Mañana,LOTE-9587,Masas Quebradas,Pie de limon,53,42,2.49
2026-01-08,Mañana,LOTE-6381,Hojaldres,Mil hojas,18,38,2.4
2025-12-04,Tarde,LOTE-1649,Masas Quebradas,Tartaleta de fresa,47,28,2.78
2025-08-26,Tarde,LOTE-5085,Bizcochos,Red velvet,14,49,0.15
2025-11-19,Tarde,LOTE-9547,Hojaldres,Mil hojas,28,54,2.53
2026-01-13,Tarde,LOTE-9445,Masas Quebradas,Pie de limon,16,16,2.12
2026-05-06,Tarde,LOTE-4475,Hojaldres,Mil hojas,29,20,0.67
2025-12-19,Tarde,LOTE-1079,Masas Quebradas,Tartaleta de fresa,39,30,2.93
2026-04-15,Tarde,LOTE-6516,Masas Quebradas,Pie de limon,49,22,2.79
2026-03-16,Mañana,LOTE-3288,Hojaldres,Mil hojas,59,48,0.27
2025-07-25,Mañana,LOTE-2403,Masas Quebradas,Tartaleta de fresa,42,22,0.58
2025-11-07,Mañana,LOTE-5746,Bizcochos,Red velvet,43,17,0.4
2025-12-07,Tarde,LOTE-1556,Masas Quebradas,Tartaleta de fresa,47,52,1.55
2026-01-10,Tarde,LOTE-8187,Masas Quebradas,Tartaleta de fresa,31,21,0.88
2025-12-16,Mañana,LOTE-7660,Masas Quebradas,Pie de limon,28,27,2.81
