Fecha,Par,Apertura,Maximo,Minimo,Cierre,Volumen
2024-05-02,USD/CAD,1.2889,1.2903,1.2823,1.2841,1468637
2024-05-03,USD/CAD,1.2841,1.2858,1.2798,1.2833,1031281
2024-05-06,USD/CAD,1.2833,1.2966,1.282,1.2955,1849105
2024-05-07,USD/CAD,1.2955,1.3002,1.2917,1.2948,1430999
2024-05-08,USD/CAD,1.2948,1.3068,1.2927,1.3018,1625555
2024-05-09,USD/CAD,1.3018,1.3051,1.3001,1.3021,1087184
2024-05-10,USD/CAD,1.3021,1.3067,1.2926,1.2989,1524376
2024-05-13,USD/CAD,1.2989,1.3037,1.2963,1.2973,1360727
2024-05-14,USD/CAD,1.2973,1.2982,1.2911,1.2962,1252300
2024-05-15,USD/CAD,1.2962,1.3064,1.2898,1.3001,1834274
2024-05-16,USD/CAD,1.3001,1.3144,1.3,1.3091,1493424
2024-05-17,USD/CAD,1.3091,1.3128,1.3045,1.3114,1080824
2024-05-20,USD/CAD,1.3114,1.3204,1.3098,1.3192,1165349
2024-05-21,USD/CAD,1.3192,1.32,1.3126,1.3128,902346
2024-05-22,USD/CAD,1.3128,1.3137,1.3075,1.3101,1090825
2024-05-23,USD/CAD,1.3101,1.315,1.2993,1.3054,1840195
2024-05-24,USD/CAD,1.3054,1.3105,1.3053,1.3074,1410797
2024-05-27,USD/CAD,1.3074,1.3125,1.3012,1.3051,1176508
2024-05-28,USD/CAD,1.3051,1.3147,1.3018,1.3098,1906809
2024-05-29,USD/CAD,1.3098,1.3138,1.298,1.3037,1603541
2024-05-30,USD/CAD,1.3037,1.3085,1.3032,1.304,1504458
2024-05-31,USD/CAD,1.304,1.3086,1.2996,1.3085,1513771
2024-06-03,USD/CAD,1.3085,1.3105,1.2906,1.295,1997770
2024-06-04,USD/CAD,1.295,1.3129,1.2907,1.3087,1396026
2024-06-05,USD/CAD,1.3087,1.3088,1.3007,1.3069,1088560
2024-06-06,USD/CAD,1.3069,1.3071,1.2883,1.2936,1211822
2024-06-07,USD/CAD,1.2936,1.3002,1.2934,1.2947,1426958
2024-06-10,USD/CAD,1.2947,1.2993,1.2916,1.2949,1176092
2024-06-11,USD/CAD,1.2949,1.2966,1.2918,1.2943,1390290
2024-06-12,USD/CAD,1.2943,1.3052,1.2923,1.3008,1353396
2024-06-13,USD/CAD,1.3008,1.3108,1.2978,1.3056,1785672
2024-06-14,USD/CAD,1.3056,1.3096,1.3031,1.3076,970945
2024-06-17,USD/CAD,1.3076,1.3107,1.3047,1.3105,988669
2024-06-18,USD/CAD,1.3105,1.3166,1.3034,1.3098,1360381
2024-06-19,USD/CAD,1.3098,1.3237,1.3092,1.3215,1467815
2024-06-20,USD/CAD,1.3215,1.3222,1.3056,1.3117,1477732
2024-06-21,USD/CAD,1.3117,1.3158,1.3085,1.3126,1480190
2024-06-24,USD/CAD,1.3126,1.3181,1.3085,1.313,1034426
2024-06-25,USD/CAD,1.313,1.3198,1.3076,1.3184,1335588
2024-06-26,USD/CAD,1.3184,1.3201,1.3104,1.3128,1644892
2024-06-27,USD/CAD,1.3128,1.3144,1.2986,1.3014,1186540
2024-06-28,USD/CAD,1.3014,1.3088,1.2987,1.3024,1758532
2024-07-01,USD/CAD,1.3024,1.3055,1.2999,1.3042,1567471
2024-07-02,USD/CAD,1.3042,1.3177,1.2982,1.3139,1317042
2024-07-03,USD/CAD,1.3139,1.32,1.3002,1.3056,1535054
2024-07-04,USD/CAD,1.3056,1.3141,1.3049,1.3131,1249285
2024-07-05,USD/CAD,1.3131,1.3351,1.3124,1.3287,2173665
2024-07-08,USD/CAD,1.3287,1.335,1.3233,1.3261,1520845
2024-07-09,USD/CAD,1.3261,1.332,1.3169,1.3176,1704236
2024-07-10,USD/CAD,1.3176,1.319,1.3108,1.3149,1512219
2024-07-11,USD/CAD,1.3149,1.3192,1.314,1.315,923364
2024-07-12,USD/CAD,1.315,1.3237,1.3116,1.3187,1754650
2024-07-15,USD/CAD,1.3187,1.3252,1.3148,1.3148,1568401
2024-07-16,USD/CAD,1.3148,1.3262,1.3127,1.325,1583635
2024-07-17,USD/CAD,1.325,1.3301,1.3132,1.3176,2021641
2024-07-18,USD/CAD,1.3176,1.3199,1.303,1.3062,1836495
2024-07-19,USD/CAD,1.3062,1.3146,1.2998,1.3134,1285220
2024-07-22,USD/CAD,1.3134,1.3162,1.2928,1.2985,1810369
2024-07-23,USD/CAD,1.2985,1.3036,1.2948,1.2972,1334380
2024-07-24,USD/CAD,1.2972,1.3204,1.2969,1.3174,1399411
2024-07-25,USD/CAD,1.3174,1.3209,1.3117,1.3173,1716710
2024-07-26,USD/CAD,1.3173,1.3238,1.3039,1.3099,1364291
2024-07-29,USD/CAD,1.3099,1.3125,1.3042,1.3095,1475522
2024-07-30,USD/CAD,1.3095,1.3136,1.3084,1.3092,1203010
2024-07-31,USD/CAD,1.3092,1.3126,1.3027,1.3103,987957
2024-08-01,USD/CAD,1.3103,1.3172,1.3086,1.3146,1667359
2024-08-02,USD/CAD,1.3146,1.3192,1.303,1.3078,1954474
2024-08-05,USD/CAD,1.3078,1.325,1.3018,1.3188,1912786
2024-08-06,USD/CAD,1.3188,1.324,1.3172,1.3204,1051694
2024-08-07,USD/CAD,1.3204,1.3303,1.3144,1.3252,1237964
2024-08-08,USD/CAD,1.3252,1.3258,1.319,1.3211,1153480
2024-08-09,USD/CAD,1.3211,1.331,1.3146,1.3295,1381276
2024-08-12,USD/CAD,1.3295,1.3329,1.326,1.3278,1265079
2024-08-13,USD/CAD,1.3278,1.3298,1.3215,1.3297,1680126
2024-08-14,USD/CAD,1.3297,1.3314,1.3231,1.3235,1368719
2024-08-15,USD/CAD,1.3235,1.3269,1.3122,1.3169,1918827
2024-08-16,USD/CAD,1.3169,1.3215,1.3134,1.3214,1427317
2024-08-19,USD/CAD,1.3214,1.3232,1.3153,1.3185,1276990
2024-08-20,USD/CAD,1.3185,1.3219,1.3114,1.3129,1694957
2024-08-21,USD/CAD,1.3129,1.3166,1.304,1.3086,1454491
2024-08-22,USD/CAD,1.3086,1.3193,1.3074,1.3132,1776430
2024-08-23,USD/CAD,1.3132,1.3174,1.3055,1.3091,1274246
2024-08-26,USD/CAD,1.3091,1.3118,1.3066,1.3083,929925
2024-08-27,USD/CAD,1.3083,1.3145,1.3021,1.3084,1789777
2024-08-28,USD/CAD,1.3084,1.3135,1.2957,1.2959,1770900
2024-08-29,USD/CAD,1.2959,1.2972,1.285,1.2863,1809909
2024-08-30,USD/CAD,1.2863,1.2893,1.2848,1.2885,1486714
2024-09-02,USD/CAD,1.2885,1.2928,1.2811,1.2837,1066302
2024-09-03,USD/CAD,1.2837,1.2941,1.2822,1.2905,1463925
2024-09-04,USD/CAD,1.2905,1.3019,1.2874,1.2968,1445660
2024-09-05,USD/CAD,1.2968,1.3062,1.2911,1.3014,1702834
2024-09-06,USD/CAD,1.3014,1.3174,1.2968,1.3133,2106121
2024-09-09,USD/CAD,1.3133,1.3197,1.3089,1.3127,1226374
2024-09-10,USD/CAD,1.3127,1.3205,1.3121,1.317,1363227
2024-09-11,USD/CAD,1.317,1.3177,1.3086,1.3131,1516108
2024-09-12,USD/CAD,1.3131,1.3347,1.312,1.3292,1455384
2024-09-13,USD/CAD,1.3292,1.3441,1.324,1.3424,2087005
2024-09-16,USD/CAD,1.3424,1.3477,1.3407,1.3425,1340028
2024-09-17,USD/CAD,1.3425,1.3515,1.3397,1.3451,1829223
2024-09-18,USD/CAD,1.3451,1.359,1.3427,1.3542,1448500
2024-09-19,USD/CAD,1.3542,1.3583,1.3474,1.3532,1071101
2024-09-20,USD/CAD,1.3532,1.3564,1.3479,1.3488,1315897
2024-09-23,USD/CAD,1.3488,1.3572,1.345,1.3547,1090714
2024-09-24,USD/CAD,1.3547,1.3576,1.3537,1.3552,1465528
2024-09-25,USD/CAD,1.3552,1.3608,1.3504,1.3565,998889
2024-09-26,USD/CAD,1.3565,1.3616,1.3447,1.3508,1868377
2024-09-27,USD/CAD,1.3508,1.3554,1.3363,1.3392,1732472
2024-09-30,USD/CAD,1.3392,1.3421,1.3359,1.3408,1133705
2024-10-01,USD/CAD,1.3408,1.3502,1.3346,1.3468,1170009
2024-10-02,USD/CAD,1.3468,1.3522,1.3418,1.3453,1485943
2024-10-03,USD/CAD,1.3453,1.3582,1.342,1.355,1682638
2024-10-04,USD/CAD,1.355,1.3586,1.3463,1.3502,1263023
2024-10-07,USD/CAD,1.3502,1.3554,1.3385,1.3431,2028528
2024-10-08,USD/CAD,1.3431,1.3475,1.3419,1.3427,1066756
2024-10-09,USD/CAD,1.3427,1.3454,1.3366,1.3421,1288113
2024-10-10,USD/CAD,1.3421,1.3533,1.3392,1.3473,1566154
2024-10-11,USD/CAD,1.3473,1.3484,1.3416,1.342,951997
2024-10-14,USD/CAD,1.342,1.3579,1.3368,1.3512,2253072
2024-10-15,USD/CAD,1.3512,1.3653,1.3487,1.3645,1494324
2024-10-16,USD/CAD,1.3645,1.3646,1.3636,1.3642,777366
2024-10-17,USD/CAD,1.3642,1.3789,1.3599,1.3728,1580158
2024-10-18,USD/CAD,1.3728,1.3744,1.3595,1.3655,1637074
2024-10-21,USD/CAD,1.3655,1.3779,1.3595,1.3729,1687863
2024-10-22,USD/CAD,1.3729,1.3856,1.3663,1.38,1904072
2024-10-23,USD/CAD,1.38,1.392,1.3741,1.386,1208799
2024-10-24,USD/CAD,1.386,1.3929,1.3859,1.3859,1090429
2024-10-25,USD/CAD,1.3859,1.3879,1.3628,1.3654,2270748
2024-10-28,USD/CAD,1.3654,1.3703,1.3555,1.361,1153296
2024-10-29,USD/CAD,1.361,1.3618,1.3543,1.3568,1548894
2024-10-30,USD/CAD,1.3568,1.3595,1.3461,1.3501,1129623
2024-10-31,USD/CAD,1.3501,1.3567,1.3461,1.351,1674052
2024-11-01,USD/CAD,1.351,1.3535,1.3457,1.3481,1180161
2024-11-04,USD/CAD,1.3481,1.3521,1.3365,1.3426,1685427
2024-11-05,USD/CAD,1.3426,1.346,1.3321,1.3355,1200095
2024-11-06,USD/CAD,1.3355,1.3398,1.3276,1.3307,1077113
2024-11-07,USD/CAD,1.3307,1.3447,1.3241,1.3382,1471927
2024-11-08,USD/CAD,1.3382,1.3385,1.3304,1.3337,1011401
2024-11-11,USD/CAD,1.3337,1.3376,1.3291,1.3303,1168505
2024-11-12,USD/CAD,1.3303,1.336,1.3239,1.3273,1470487
2024-11-13,USD/CAD,1.3273,1.3327,1.3219,1.3295,1483828
2024-11-14,USD/CAD,1.3295,1.3331,1.3244,1.3325,1558912
2024-11-15,USD/CAD,1.3325,1.3363,1.3071,1.3123,2291878
2024-11-18,USD/CAD,1.3123,1.3212,1.3076,1.319,1614774
2024-11-19,USD/CAD,1.319,1.3295,1.3173,1.3284,1384293
2024-11-20,USD/CAD,1.3284,1.3341,1.3158,1.3215,1662649
2024-11-21,USD/CAD,1.3215,1.3249,1.3092,1.315,1513907
2024-11-22,USD/CAD,1.315,1.3212,1.3108,1.3121,1680562
2024-11-25,USD/CAD,1.3121,1.3174,1.3063,1.3071,1192470
2024-11-26,USD/CAD,1.3071,1.3131,1.3007,1.3086,1036381
2024-11-27,USD/CAD,1.3086,1.3086,1.2902,1.2958,1857461
2024-11-28,USD/CAD,1.2958,1.2986,1.2828,1.2886,1321345
2024-11-29,USD/CAD,1.2886,1.2998,1.2829,1.2985,2043797
2024-12-02,USD/CAD,1.2985,1.3044,1.289,1.2925,1938057
2024-12-03,USD/CAD,1.2925,1.3017,1.2883,1.3005,1131270
2024-12-04,USD/CAD,1.3005,1.3047,1.297,1.3028,990551
2024-12-05,USD/CAD,1.3028,1.3062,1.2907,1.2911,1589593
2024-12-06,USD/CAD,1.2911,1.2969,1.2862,1.2952,1503742
2024-12-09,USD/CAD,1.2952,1.2965,1.2911,1.2944,1044976
2024-12-10,USD/CAD,1.2944,1.2983,1.2873,1.2914,1610588
2024-12-11,USD/CAD,1.2914,1.2936,1.2882,1.293,1278019
2024-12-12,USD/CAD,1.293,1.2965,1.2898,1.2961,1124155
2024-12-13,USD/CAD,1.2961,1.3031,1.295,1.3007,939256
2024-12-16,USD/CAD,1.3007,1.3131,1.2989,1.3083,1777428
2024-12-17,USD/CAD,1.3083,1.3147,1.3073,1.311,1061537
2024-12-18,USD/CAD,1.311,1.3138,1.3007,1.302,1798874
2024-12-19,USD/CAD,1.302,1.3057,1.2926,1.2989,1430658
2024-12-20,USD/CAD,1.2989,1.3204,1.2979,1.318,1953078
2024-12-23,USD/CAD,1.318,1.329,1.3163,1.3228,1815247
2024-12-24,USD/CAD,1.3228,1.3388,1.3189,1.3385,2136503
2024-12-25,USD/CAD,1.3385,1.3523,1.3344,1.3478,1542116
2024-12-26,USD/CAD,1.3478,1.3555,1.3468,1.3494,1091118
2024-12-27,USD/CAD,1.3494,1.3569,1.3441,1.3515,1718568
2024-12-30,USD/CAD,1.3515,1.3527,1.3459,1.3512,1201173
2024-12-31,USD/CAD,1.3512,1.3532,1.3379,1.3395,1277658
2025-01-01,USD/CAD,1.3395,1.3444,1.3376,1.3396,1560720
2025-01-02,USD/CAD,1.3396,1.3483,1.3333,1.3477,1276083
2025-01-03,USD/CAD,1.3477,1.3532,1.3381,1.3437,1115207
2025-01-06,USD/CAD,1.3437,1.3513,1.339,1.3464,1038009
2025-01-07,USD/CAD,1.3464,1.3571,1.3459,1.3522,1520600
2025-01-08,USD/CAD,1.3522,1.3529,1.3432,1.346,1488165
2025-01-09,USD/CAD,1.346,1.3509,1.3392,1.343,1269448
2025-01-10,USD/CAD,1.343,1.3476,1.3349,1.3362,1312183
2025-01-13,USD/CAD,1.3362,1.3417,1.3277,1.3307,1378017
2025-01-14,USD/CAD,1.3307,1.3309,1.3181,1.3221,1641742
2025-01-15,USD/CAD,1.3221,1.3222,1.314,1.3161,964431
2025-01-16,USD/CAD,1.3161,1.328,1.311,1.3255,2067297
2025-01-17,USD/CAD,1.3255,1.3265,1.3139,1.3194,1229611
2025-01-20,USD/CAD,1.3194,1.3239,1.3173,1.3203,1627616
2025-01-21,USD/CAD,1.3203,1.3263,1.3114,1.3169,1255910
2025-01-22,USD/CAD,1.3169,1.3273,1.3162,1.3247,1650261
2025-01-23,USD/CAD,1.3247,1.339,1.3191,1.3334,1459454
2025-01-24,USD/CAD,1.3334,1.3391,1.3324,1.3391,938827
2025-01-27,USD/CAD,1.3391,1.3423,1.3386,1.3412,1395791
2025-01-28,USD/CAD,1.3412,1.3414,1.3353,1.3396,1489446
2025-01-29,USD/CAD,1.3396,1.3418,1.3285,1.3317,1410657
2025-01-30,USD/CAD,1.3317,1.3507,1.3256,1.3446,2177953
2025-01-31,USD/CAD,1.3446,1.3452,1.3371,1.3395,1349277
2025-02-03,USD/CAD,1.3395,1.348,1.3376,1.3439,1684129
2025-02-04,USD/CAD,1.3439,1.3541,1.3406,1.3511,1336703
2025-02-05,USD/CAD,1.3511,1.3574,1.3442,1.3473,1508229
2025-02-06,USD/CAD,1.3473,1.3551,1.345,1.3543,1364318
2025-02-07,USD/CAD,1.3543,1.3609,1.3496,1.3595,1293427
2025-02-10,USD/CAD,1.3595,1.3714,1.3543,1.3712,2012016
2025-02-11,USD/CAD,1.3712,1.3742,1.3622,1.368,1150171
2025-02-12,USD/CAD,1.368,1.3699,1.3526,1.3592,1289252
2025-02-13,USD/CAD,1.3592,1.3651,1.354,1.3558,1475425
2025-02-14,USD/CAD,1.3558,1.3613,1.3509,1.3572,1513283
2025-02-17,USD/CAD,1.3572,1.3617,1.3545,1.3576,1034592
2025-02-18,USD/CAD,1.3576,1.3612,1.3503,1.3549,1308459
2025-02-19,USD/CAD,1.3549,1.3555,1.3388,1.342,2051678
2025-02-20,USD/CAD,1.342,1.3481,1.3353,1.3451,1252944
2025-02-21,USD/CAD,1.3451,1.3652,1.3402,1.3584,2122376
2025-02-24,USD/CAD,1.3584,1.3672,1.3519,1.3615,1788758
2025-02-25,USD/CAD,1.3615,1.3718,1.3559,1.3657,1535739
2025-02-26,USD/CAD,1.3657,1.3752,1.3595,1.3696,1988755
2025-02-27,USD/CAD,1.3696,1.373,1.364,1.3723,1517342
2025-02-28,USD/CAD,1.3723,1.3803,1.3692,1.3787,1369367
2025-03-03,USD/CAD,1.3787,1.3815,1.377,1.3814,1210936
2025-03-04,USD/CAD,1.3814,1.3835,1.3767,1.3793,1390535
2025-03-05,USD/CAD,1.3793,1.38,1.3737,1.3738,1299290
2025-03-06,USD/CAD,1.3738,1.377,1.3685,1.3721,1609223
2025-03-07,USD/CAD,1.3721,1.3789,1.3686,1.3742,1256334
2025-03-10,USD/CAD,1.3742,1.3802,1.3685,1.3721,1257203
2025-03-11,USD/CAD,1.3721,1.3794,1.3654,1.3742,1250482
2025-03-12,USD/CAD,1.3742,1.3837,1.368,1.3772,1136624
2025-03-13,USD/CAD,1.3772,1.3833,1.3761,1.383,916154
2025-03-14,USD/CAD,1.383,1.3919,1.3804,1.3918,1730379
2025-03-17,USD/CAD,1.3918,1.397,1.3889,1.3924,1429061
2025-03-18,USD/CAD,1.3924,1.3944,1.3808,1.3833,1632229
2025-03-19,USD/CAD,1.3833,1.385,1.3754,1.3809,1441717
2025-03-20,USD/CAD,1.3809,1.3835,1.3773,1.3812,1481391
2025-03-21,USD/CAD,1.3812,1.3831,1.3646,1.3685,1648353
2025-03-24,USD/CAD,1.3685,1.3816,1.3627,1.378,2064577
2025-03-25,USD/CAD,1.378,1.382,1.3725,1.379,1233579
2025-03-26,USD/CAD,1.379,1.3852,1.3781,1.3816,1578499
2025-03-27,USD/CAD,1.3816,1.3957,1.3767,1.3911,1890528
2025-03-28,USD/CAD,1.3911,1.3938,1.3837,1.3867,1164277
2025-03-31,USD/CAD,1.3867,1.3924,1.3846,1.3907,1329404
2025-04-01,USD/CAD,1.3907,1.3918,1.3896,1.3899,1102947
2025-04-02,USD/CAD,1.3899,1.3923,1.3852,1.3886,982408
2025-04-03,USD/CAD,1.3886,1.3938,1.3808,1.3833,1547328
2025-04-04,USD/CAD,1.3833,1.4001,1.3815,1.3948,1484442
2025-04-07,USD/CAD,1.3948,1.3994,1.3873,1.3922,1048799
2025-04-08,USD/CAD,1.3922,1.3987,1.3868,1.397,1809805
2025-04-09,USD/CAD,1.397,1.4011,1.3822,1.3839,1818713
2025-04-10,USD/CAD,1.3839,1.3961,1.3836,1.3921,1778990
2025-04-11,USD/CAD,1.3921,1.4028,1.3862,1.3994,1765635
2025-04-14,USD/CAD,1.3994,1.404,1.3994,1.4001,1064492
2025-04-15,USD/CAD,1.4001,1.4035,1.392,1.3985,1424457
2025-04-16,USD/CAD,1.3985,1.4053,1.3941,1.4013,1546026
2025-04-17,USD/CAD,1.4013,1.4224,1.3991,1.4174,2339929
2025-04-18,USD/CAD,1.4174,1.4181,1.4031,1.4049,1303265
2025-04-21,USD/CAD,1.4049,1.4156,1.4048,1.4103,1697705
2025-04-22,USD/CAD,1.4103,1.4113,1.4023,1.4039,1656465
2025-04-23,USD/CAD,1.4039,1.4044,1.4028,1.4038,1164047
2025-04-24,USD/CAD,1.4038,1.4106,1.3977,1.402,1836331
2025-04-25,USD/CAD,1.402,1.4087,1.3979,1.399,1302835
2025-04-28,USD/CAD,1.399,1.3995,1.3953,1.399,1462423
2025-04-29,USD/CAD,1.399,1.4021,1.3869,1.391,1728547
2025-04-30,USD/CAD,1.391,1.3995,1.389,1.3982,999770
2025-05-01,USD/CAD,1.3982,1.4016,1.3854,1.3856,1963923
2025-05-02,USD/CAD,1.3856,1.3952,1.3854,1.3894,1339760
2025-05-05,USD/CAD,1.3894,1.396,1.3869,1.3871,1294302
2025-05-06,USD/CAD,1.3871,1.3915,1.3739,1.379,1700197
2025-05-07,USD/CAD,1.379,1.3828,1.3768,1.3804,962294
2025-05-08,USD/CAD,1.3804,1.3846,1.3642,1.3696,1705448
2025-05-09,USD/CAD,1.3696,1.3721,1.3667,1.3699,1433470
2025-05-12,USD/CAD,1.3699,1.3762,1.3571,1.3602,1202684
2025-05-13,USD/CAD,1.3602,1.3692,1.3567,1.3633,1262492
2025-05-14,USD/CAD,1.3633,1.3671,1.3522,1.357,1085936
2025-05-15,USD/CAD,1.357,1.3592,1.3521,1.3539,1198337
2025-05-16,USD/CAD,1.3539,1.3579,1.3531,1.3559,1338622
2025-05-19,USD/CAD,1.3559,1.3562,1.3469,1.3507,1580174
2025-05-20,USD/CAD,1.3507,1.3562,1.3481,1.3503,1647459
2025-05-21,USD/CAD,1.3503,1.3533,1.3371,1.3401,1705057
2025-05-22,USD/CAD,1.3401,1.3465,1.3358,1.3443,1194735
2025-05-23,USD/CAD,1.3443,1.3594,1.341,1.3562,2112028
2025-05-26,USD/CAD,1.3562,1.3807,1.352,1.3751,2401063
2025-05-27,USD/CAD,1.3751,1.3766,1.3714,1.3757,1243152
2025-05-28,USD/CAD,1.3757,1.3871,1.3707,1.3812,1784752
2025-05-29,USD/CAD,1.3812,1.3874,1.364,1.3689,2314023
2025-05-30,USD/CAD,1.3689,1.3857,1.3652,1.3791,1970405
2025-06-02,USD/CAD,1.3791,1.3873,1.3745,1.3845,1347957
2025-06-03,USD/CAD,1.3845,1.386,1.3751,1.3812,1571195
2025-06-04,USD/CAD,1.3812,1.3923,1.3782,1.3897,1094470
2025-06-05,USD/CAD,1.3897,1.392,1.3851,1.3879,1164724
2025-06-06,USD/CAD,1.3879,1.3891,1.3795,1.3847,1273337
2025-06-09,USD/CAD,1.3847,1.3923,1.3807,1.388,1133465
2025-06-10,USD/CAD,1.388,1.3913,1.3802,1.3807,1001284
2025-06-11,USD/CAD,1.3807,1.3937,1.3745,1.3877,1322901
2025-06-12,USD/CAD,1.3877,1.3879,1.3802,1.3804,1398399
2025-06-13,USD/CAD,1.3804,1.3848,1.368,1.3731,1901535
2025-06-16,USD/CAD,1.3731,1.3784,1.3617,1.3669,2077719
2025-06-17,USD/CAD,1.3669,1.3773,1.3604,1.3721,1469526
2025-06-18,USD/CAD,1.3721,1.3782,1.3675,1.3679,1472039
2025-06-19,USD/CAD,1.3679,1.3728,1.3546,1.3586,2104820
2025-06-20,USD/CAD,1.3586,1.3649,1.3516,1.3545,1192342
2025-06-23,USD/CAD,1.3545,1.3568,1.3521,1.3543,1327105
2025-06-24,USD/CAD,1.3543,1.3577,1.3457,1.3463,1664327
2025-06-25,USD/CAD,1.3463,1.3464,1.3348,1.3386,1078315
2025-06-26,USD/CAD,1.3386,1.3527,1.3353,1.3527,2006836
2025-06-27,USD/CAD,1.3527,1.3543,1.3462,1.3469,1545646
2025-06-30,USD/CAD,1.3469,1.3475,1.3406,1.3447,906415
2025-07-01,USD/CAD,1.3447,1.3464,1.3373,1.3422,1011995
2025-07-02,USD/CAD,1.3422,1.3434,1.3343,1.3394,978238
2025-07-03,USD/CAD,1.3394,1.3437,1.3333,1.3436,1251124
2025-07-04,USD/CAD,1.3436,1.3561,1.3408,1.3499,1576545
2025-07-07,USD/CAD,1.3499,1.35,1.3414,1.3479,1341998
2025-07-08,USD/CAD,1.3479,1.3528,1.3337,1.3395,1470042
2025-07-09,USD/CAD,1.3395,1.3491,1.3375,1.3481,1784415
2025-07-10,USD/CAD,1.3481,1.3542,1.3463,1.3474,1189595
2025-07-11,USD/CAD,1.3474,1.3651,1.3445,1.3591,1284870
2025-07-14,USD/CAD,1.3591,1.3635,1.3411,1.3438,1605560
2025-07-15,USD/CAD,1.3438,1.3496,1.3399,1.3451,1386407
2025-07-16,USD/CAD,1.3451,1.3581,1.3412,1.358,1537260
2025-07-17,USD/CAD,1.358,1.3647,1.3505,1.3556,1315213
2025-07-18,USD/CAD,1.3556,1.3616,1.3507,1.3541,1092772
2025-07-21,USD/CAD,1.3541,1.3622,1.3534,1.3561,1577771
2025-07-22,USD/CAD,1.3561,1.3606,1.3465,1.3523,1970516
2025-07-23,USD/CAD,1.3523,1.3546,1.3481,1.3502,1114557
2025-07-24,USD/CAD,1.3502,1.3562,1.3414,1.3479,1440167
2025-07-25,USD/CAD,1.3479,1.3499,1.3429,1.3437,1348280
2025-07-28,USD/CAD,1.3437,1.3558,1.3373,1.352,1909598
2025-07-29,USD/CAD,1.352,1.3557,1.3513,1.3551,1087670
2025-07-30,USD/CAD,1.3551,1.363,1.3535,1.3568,1679476
2025-07-31,USD/CAD,1.3568,1.3632,1.3564,1.3623,1294094
2025-08-01,USD/CAD,1.3623,1.3638,1.3557,1.3605,1259711
2025-08-04,USD/CAD,1.3605,1.3642,1.3494,1.3552,1680787
2025-08-05,USD/CAD,1.3552,1.3604,1.3482,1.3511,1843774
2025-08-06,USD/CAD,1.3511,1.3553,1.3448,1.3511,1632615
2025-08-07,USD/CAD,1.3511,1.3527,1.34,1.344,1064023
2025-08-08,USD/CAD,1.344,1.344,1.3364,1.3406,1153380
2025-08-11,USD/CAD,1.3406,1.3457,1.3315,1.3371,1502101
2025-08-12,USD/CAD,1.3371,1.358,1.3352,1.3513,1647898
2025-08-13,USD/CAD,1.3513,1.3568,1.3302,1.3326,2221485
2025-08-14,USD/CAD,1.3326,1.3357,1.3254,1.3314,1657613
2025-08-15,USD/CAD,1.3314,1.349,1.3254,1.3429,2146145
2025-08-18,USD/CAD,1.3429,1.3465,1.3363,1.3437,1781424
2025-08-19,USD/CAD,1.3437,1.3523,1.3376,1.3488,1334619
2025-08-20,USD/CAD,1.3488,1.3527,1.3479,1.3494,1440766
2025-08-21,USD/CAD,1.3494,1.3525,1.3394,1.3449,1721381
2025-08-22,USD/CAD,1.3449,1.3502,1.3271,1.3299,1702144
2025-08-25,USD/CAD,1.3299,1.3347,1.3233,1.3312,1631895
2025-08-26,USD/CAD,1.3312,1.3333,1.3229,1.3261,1060327
2025-08-27,USD/CAD,1.3261,1.3278,1.3171,1.3208,1646007
2025-08-28,USD/CAD,1.3208,1.321,1.314,1.3175,1290861
2025-08-29,USD/CAD,1.3175,1.3328,1.3153,1.329,1456377
2025-09-01,USD/CAD,1.329,1.3465,1.3285,1.3449,1834996
2025-09-02,USD/CAD,1.3449,1.3474,1.3389,1.3464,1427051
2025-09-03,USD/CAD,1.3464,1.3508,1.3379,1.3433,1221901
2025-09-04,USD/CAD,1.3433,1.3478,1.3344,1.3354,1076844
2025-09-05,USD/CAD,1.3354,1.3435,1.3302,1.3385,1440074
2025-09-08,USD/CAD,1.3385,1.3538,1.3343,1.3504,1801324
2025-09-09,USD/CAD,1.3504,1.3565,1.346,1.3488,1701033
2025-09-10,USD/CAD,1.3488,1.3551,1.331,1.3327,2377589
2025-09-11,USD/CAD,1.3327,1.3426,1.327,1.3372,1612356
2025-09-12,USD/CAD,1.3372,1.348,1.3325,1.3438,1821848
2025-09-15,USD/CAD,1.3438,1.3458,1.3295,1.3331,1549671
2025-09-16,USD/CAD,1.3331,1.3408,1.329,1.3343,1655445
2025-09-17,USD/CAD,1.3343,1.3391,1.3337,1.3373,990963
2025-09-18,USD/CAD,1.3373,1.3387,1.3336,1.3368,1095520
2025-09-19,USD/CAD,1.3368,1.3398,1.3302,1.3315,1465710
2025-09-22,USD/CAD,1.3315,1.3387,1.3301,1.3383,938638
2025-09-23,USD/CAD,1.3383,1.3448,1.3312,1.3356,1712072
2025-09-24,USD/CAD,1.3356,1.3395,1.3196,1.3257,2095737
2025-09-25,USD/CAD,1.3257,1.3294,1.3094,1.3121,1645518
2025-09-26,USD/CAD,1.3121,1.3247,1.3107,1.3204,1484276
2025-09-29,USD/CAD,1.3204,1.3277,1.3161,1.3244,1744708
2025-09-30,USD/CAD,1.3244,1.3252,1.3187,1.325,1454188
2025-10-01,USD/CAD,1.325,1.3291,1.3171,1.3221,1265528
2025-10-02,USD/CAD,1.3221,1.3268,1.3129,1.3186,1366538
2025-10-03,USD/CAD,1.3186,1.3213,1.308,1.3115,1668230
